names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group
PLA2G3,-0.09250474,-4.2992206,0.9262970279311944,1.0,0.0004280821917808219
LINC02005,-0.09250474,-4.353269,0.9262970279311944,1.0,0.0004280821917808219
SPN,-0.09250474,-4.1795073,0.9262970279311944,1.0,0.0004280821917808219
AC010207.1,-0.09250474,-4.1849446,0.9262970279311944,1.0,0.0004280821917808219
AC073288.1,-0.09250474,-3.9771318,0.9262970279311944,1.0,0.0004280821917808219
AP000867.5,-0.09250474,-5.563514,0.9262970279311944,1.0,0.0004280821917808219
LINC02040,-0.09250474,-5.1442175,0.9262970279311944,1.0,0.0004280821917808219
TGM6,-0.09250474,-3.292102,0.9262970279311944,1.0,0.0004280821917808219
AP000820.2,-0.09250474,-3.9936078,0.9262970279311944,1.0,0.0004280821917808219
LINC02780,-0.09250474,-3.803248,0.9262970279311944,1.0,0.0004280821917808219
GCOM1,-0.09250474,-4.1860867,0.9262970279311944,1.0,0.0004280821917808219
AC084125.3,-0.09250474,-5.379217,0.9262970279311944,1.0,0.0004280821917808219
OTOP3,-0.09250474,-3.6635084,0.9262970279311944,1.0,0.0004280821917808219
PRODH,-0.09250474,-4.805021,0.9262970279311944,1.0,0.0004280821917808219
AL136531.1,-0.09250474,-5.4543977,0.9262970279311944,1.0,0.0004280821917808219
AC116611.1,-0.09250474,-5.492809,0.9262970279311944,1.0,0.0004280821917808219
AL358394.1,-0.09250474,-3.2235048,0.9262970279311944,1.0,0.0004280821917808219
OTUD6A,-0.09250474,-3.5342739,0.9262970279311944,1.0,0.0004280821917808219
AL157373.1,-0.09250474,-3.7635083,0.9262970279311944,1.0,0.0004280821917808219
OR2H2,-0.09250474,-5.358416,0.9262970279311944,1.0,0.0004280821917808219
PYCARD-AS1,-0.09250474,-3.6173127,0.9262970279311944,1.0,0.0004280821917808219
TSGA13,-0.09250474,-3.4868624,0.9262970279311944,1.0,0.0004280821917808219
BTBD17,-0.09250474,-4.319772,0.9262970279311944,1.0,0.0004280821917808219
AC078883.2,-0.09250474,-3.2900422,0.9262970279311944,1.0,0.0004280821917808219
HIST1H1A,-0.09250474,-3.5097787,0.9262970279311944,1.0,0.0004280821917808219
CTAGE1,-0.09250474,-3.8593988,0.9262970279311944,1.0,0.0004280821917808219
LINC01721,-0.09250474,-4.468298,0.9262970279311944,1.0,0.0004280821917808219
GZMK,-0.09250474,-3.8014991,0.9262970279311944,1.0,0.0004280821917808219
AC008278.2,-0.09250474,-4.2134447,0.9262970279311944,1.0,0.0004280821917808219
AC005100.2,-0.09250474,-4.842404,0.9262970279311944,1.0,0.0004280821917808219
C9orf152,-0.09250474,-3.2620645,0.9262970279311944,1.0,0.0004280821917808219
AC096647.1,-0.09250474,-4.4017515,0.9262970279311944,1.0,0.0004280821917808219
KCNC2,-0.09250474,-4.11158,0.9262970279311944,1.0,0.0004280821917808219
AC022113.1,-0.09250474,-3.7732637,0.9262970279311944,1.0,0.0004280821917808219
AP000356.2,-0.09250474,-3.7598588,0.9262970279311944,1.0,0.0004280821917808219
AC026726.1,-0.09250474,-3.8996322,0.9262970279311944,1.0,0.0004280821917808219
LRRC72,-0.09250474,-3.3578732,0.9262970279311944,1.0,0.0004280821917808219
AC126544.2,-0.09250474,-3.7439394,0.9262970279311944,1.0,0.0004280821917808219
SLC6A15,-0.09250474,-3.2945044,0.9262970279311944,1.0,0.0004280821917808219
LINC01681,-0.09250474,-3.2702842,0.9262970279311944,1.0,0.0004280821917808219
AC106870.1,-0.09250474,-4.4090137,0.9262970279311944,1.0,0.0004280821917808219
IL26,-0.09250474,-4.3100057,0.9262970279311944,1.0,0.0004280821917808219
AC091544.2,-0.09250474,-3.4047585,0.9262970279311944,1.0,0.0004280821917808219
AL590434.1,-0.09250474,-3.7413967,0.9262970279311944,1.0,0.0004280821917808219
ASCL5,-0.09250474,-4.715864,0.9262970279311944,1.0,0.0004280821917808219
AC002480.2,-0.09250474,-4.651115,0.9262970279311944,1.0,0.0004280821917808219
AC004471.1,-0.09250474,-5.216882,0.9262970279311944,1.0,0.0004280821917808219
AC110285.5,-0.09250474,-5.4393764,0.9262970279311944,1.0,0.0004280821917808219
CSE1L-AS1,-0.09250474,-4.4713573,0.9262970279311944,1.0,0.0004280821917808219
AL513327.3,-0.09250474,-4.104124,0.9262970279311944,1.0,0.0004280821917808219
CYP1A2,-0.09250474,-5.2603564,0.9262970279311944,1.0,0.0004280821917808219
CHP2,-0.09250474,-4.838959,0.9262970279311944,1.0,0.0004280821917808219
PODN,-0.09250474,-3.4998055,0.9262970279311944,1.0,0.0004280821917808219
AC095030.1,-0.09250474,-4.6875167,0.9262970279311944,1.0,0.0004280821917808219
AC009413.2,-0.09250474,-4.2728457,0.9262970279311944,1.0,0.0004280821917808219
BX323043.1,-0.09250474,-3.734785,0.9262970279311944,1.0,0.0004280821917808219
LINC01492,-0.09250474,-3.489406,0.9262970279311944,1.0,0.0004280821917808219
AC244093.4,-0.09250474,-5.1606746,0.9262970279311944,1.0,0.0004280821917808219
MYCT1,-0.09250474,-3.5259547,0.9262970279311944,1.0,0.0004280821917808219
FRMPD3-AS1,-0.09250474,-4.673729,0.9262970279311944,1.0,0.0004280821917808219
SIGLEC8,-0.09250474,-4.037972,0.9262970279311944,1.0,0.0004280821917808219
TESPA1,-0.09250474,-5.7777443,0.9262970279311944,1.0,0.0004280821917808219
AC093802.1,-0.09250474,-4.4321327,0.9262970279311944,1.0,0.0004280821917808219
AC010991.1,-0.09250474,-3.6426365,0.9262970279311944,1.0,0.0004280821917808219
Z80897.1,-0.09250474,-4.500046,0.9262970279311944,1.0,0.0004280821917808219
AL035420.2,-0.09250474,-4.0601892,0.9262970279311944,1.0,0.0004280821917808219
AC010145.1,-0.09250474,-4.867625,0.9262970279311944,1.0,0.0004280821917808219
LINC02248,-0.09250474,-4.556788,0.9262970279311944,1.0,0.0004280821917808219
LINC01739,-0.09250474,-3.3151846,0.9262970279311944,1.0,0.0004280821917808219
SLC25A34-AS1,-0.09250474,-5.3600917,0.9262970279311944,1.0,0.0004280821917808219
AC021134.2,-0.09250474,-4.1507745,0.9262970279311944,1.0,0.0004280821917808219
AP000553.2,-0.09250474,-3.5574212,0.9262970279311944,1.0,0.0004280821917808219
LINC00337,-0.09250474,-3.4415731,0.9262970279311944,1.0,0.0004280821917808219
AC134980.2,-0.09250474,-4.994961,0.9262970279311944,1.0,0.0004280821917808219
CD80,-0.09250474,-4.214108,0.9262970279311944,1.0,0.0004280821917808219
