names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group
IL17F,1.0538179,1.765663,0.2919663012602354,0.4640523993540165,0.008926620681044977
CD2,1.0515871,1.0297703,0.29298904576663864,0.4641410626006157,0.011142669871094604
PTGS2,1.0333793,0.24529609,0.3014264381891191,0.4751550089201945,0.01314023533818159
ITGAL,1.032162,1.2782338,0.30199627953668295,0.4751550089201945,0.009363588126970255
CD8A,1.0302103,1.0793234,0.302911318186624,0.4751550089201945,0.009582071849932894
CCL18,1.0206792,0.37243554,0.30740640858855606,0.4806354271091431,0.01164206123786635
PIK3CG,1.0110627,1.0774227,0.31198641612387756,0.48621259655669224,0.009800555572895534
LCP2,1.0088973,1.1954435,0.3130239056881663,0.4862507272825884,0.00955085988950966
CXCL13,0.97685826,0.050400686,0.32863933021610536,0.5083171741467687,0.01357720278410687
TRBC2,0.97542965,0.9166151,0.32934716908259387,0.5083171741467687,0.009082680483161147
LRG1,0.97284186,1.860917,0.3306319173213751,0.5086644881867309,0.0077717781453853114
