names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group
CD38,21.407204,1.6123238,1.1447866408155951e-101,2.6291750602463427e-101,0.029036281525105657
CTHRC1,21.371288,0.908666,2.472196662069367e-101,5.6507352275871246e-101,0.0323432708298369
PIK3CG,21.107382,1.4541008,6.803758955773851e-99,1.5477745491807813e-98,0.028656759684481944
SIPA1,20.958216,0.1724277,1.5789724900480854e-97,3.5750320529390615e-97,0.04796024492826592
BCL11B,20.614613,1.2567009,2.029442740931708e-94,4.5733920922404686e-94,0.02950861775221356
IL2RG,20.373907,2.179556,2.8500605614841412e-92,6.362925904708781e-92,0.024935284215451433
FUT4,20.133162,0.23730835,3.780832102181909e-90,8.363130917268738e-90,0.03974617172441502
IKZF2,19.762014,0.16785248,6.323021560788245e-87,1.3922249308157603e-86,0.04640274323726409
STAT4,19.592121,0.5472489,1.8050908043170254e-85,3.9563634067222477e-85,0.03561974581572403
ADAMTS5,19.438765,0.4696483,3.6280114498805125e-84,7.879843873043648e-84,0.0386482919610027
P2RX7,19.253555,0.98568624,1.3180047407761565e-82,2.849739980056555e-82,0.02881123842363029
ESAM,19.212471,-0.13497388,2.910797838075355e-82,6.265394449668926e-82,0.07781405591240356
TRAFD1,18.99463,-0.15082051,1.889102977080173e-80,4.048077808028942e-80,0.06132043086218208
KLRB1,18.735468,2.0219119,2.543920722681638e-78,5.427030875054161e-78,0.02411012617670842
CCL2,18.70503,-0.41852713,4.504804752095301e-78,9.567726907105064e-78,0.06010430811324881
ID3,18.381386,-0.27225295,1.8517492830296e-75,3.9155931975956303e-75,0.07702513362728794
RNASE2,18.346708,2.1769204,3.5073313532388436e-75,7.383855480502829e-75,0.022029431060525153
NFATC2,18.131048,0.009290057,1.812712957360974e-73,3.7995730110623034e-73,0.042853546526707656
CSF2RB,17.558537,1.0966113,5.117798585280031e-69,1.0680623134497457e-68,0.027113243722950327
IL33,17.545757,1.3547953,6.40927848737339e-69,1.3317981272464187e-68,0.024581826688840406
PDGFA,17.538845,0.17639795,7.238257269144012e-69,1.4975704694780714e-68,0.03938254275818928
C5AR1,17.521389,0.019468807,9.839403467093628e-69,2.0270015726201463e-68,0.049060031836606
CX3CR1,17.333797,1.795415,2.6148302917565848e-67,5.363754444628892e-67,0.02220298124895107
TYROBP,16.98624,1.531908,1.038337445320634e-64,2.1118727701436622e-64,0.022672774616155297
CD8A,16.965067,1.98817,1.4893201537504736e-64,3.0163446151908327e-64,0.021593330587044636
S1PR1,16.886148,0.7382246,5.689800089353188e-64,1.1475227070964413e-63,0.029384653331909334
LTB,16.83012,1.6917498,1.4680340760193178e-63,2.9483529560220606e-63,0.0221940812392882
TNFSF13B,16.786692,0.6716095,3.054002404096183e-63,6.108004808192366e-63,0.02959507498893856
JAM3,16.609232,0.24055085,5.975362169329059e-62,1.1901136270862857e-61,0.03657776828443414
GPR183,16.592634,1.5490518,7.878800107917267e-62,1.5627372114877222e-61,0.02197984529240346
TENT5C,16.538923,0.26049963,1.924322921647488e-61,3.801131697081458e-61,0.05232824252780617
CXCL2,16.514915,-0.008303781,2.8656316095224354e-61,5.637308084306431e-61,0.035765324545209504
BNC2,16.455801,-0.49151054,7.620646185443573e-61,1.4930245587807818e-60,0.10311296909408073
EDN1,16.27719,0.23953095,1.4330081516263863e-59,2.784793169152492e-59,0.032584206805710246
SLC13A1,16.267511,-0.12980205,1.678409061714692e-59,3.2485336678348874e-59,0.10865958225897503
AQP1,16.173092,-0.124293484,7.807953854149098e-59,1.5051477309203078e-58,0.21824921552771973
SLC12A2,15.935618,-0.1942022,3.586358158728728e-57,6.885807664759157e-57,0.051972242141291466
THEMIS,15.87068,1.5317137,1.0113879307601477e-56,1.9341283138042664e-56,0.021362566050785996
ROBO1,15.762639,0.26582906,5.623475372949046e-56,1.0711381662760087e-55,0.03462930188324204
KLRK1,15.657364,0.7379671,2.9590875884696977e-55,5.614079219231047e-55,0.02709735084855235
TYMP,15.524279,0.8496942,2.37660012986079e-54,4.491212843831414e-54,0.023362525365027538
PRDM1,15.351162,0.42138755,3.478986304343565e-53,6.548680102293769e-53,0.032034949066516126
GZMK,15.259306,1.7534628,1.427587062666691e-52,2.6767257425000457e-52,0.02000086457236725
TRAF6,15.231254,-0.38185,2.1934470552275347e-52,4.096710453343256e-52,0.0742006519892793
JAM2,15.167642,0.6803983,5.792120304139579e-52,1.0776037775143404e-51,0.026249942785652167
S1PR3,15.0631275,-0.17709243,2.830706587825815e-51,5.2460971511829776e-51,0.04498128455110894
TIGIT,15.008995,1.2017906,6.411184446482846e-51,1.1836032824276026e-50,0.02129835883821817
ITGAE,14.958708,0.30460137,1.366536050226895e-50,2.503577496598892e-50,0.02842090942841595
TOP2A,14.576207,0.74263644,3.9802310868426375e-48,7.26430008245044e-48,0.024267783490736362
IL2RB,14.50762,2.3075125,1.0841736366749862e-47,1.9712247939545202e-47,0.01738807602133968
KLRG1,14.46059,0.7769472,2.1494726328964538e-47,3.893384391661501e-47,0.025018562877296837
KDR,14.328374,0.076681145,1.454873639861349e-46,2.625335891479126e-46,0.0465095433532185
SLC8A1,14.137118,-0.58502465,2.2428054692522503e-45,4.032009832363596e-45,0.12470502825117354
LIF,14.074061,-0.653728,5.482800299951456e-45,9.819940835733951e-45,0.041500745057951774
IRF4,14.058188,1.7023886,6.862077673691032e-45,1.224459956643753e-44,0.018673491702648135
KIRREL1,14.046947,-0.20309131,8.042783081315321e-45,1.429828103344946e-44,0.05049484053725544
SLC14A1,14.014868,1.2680179,1.2643393511727856e-44,2.239420252999768e-44,0.020400729292220376
S100A9,13.9616995,3.0331948,2.669897623918501e-44,4.71158404220912e-44,0.015958353040497586
GZMA,13.949678,2.3743978,3.160272742469711e-44,5.556523503243448e-44,0.01664873950434575
MZB1,13.812042,2.756796,2.156303649093344e-43,3.777466246586881e-43,0.01669641812753968
CXCR6,13.803484,1.3891342,2.4282730832911454e-43,4.238440290835454e-43,0.01846052718571523
PRKCH,13.782717,0.15000848,3.2385222839276853e-43,5.632212667700322e-43,0.03106993373307091
FAP,13.57024,1.6841785,6.012466804045106e-42,1.0418715039500545e-41,0.017313061654181224
IGFBP6,13.549731,1.8212409,7.95210942088801e-42,1.3730260870598003e-41,0.01786359082332718
CCR4,13.41754,1.7817893,4.772965690099714e-41,8.211553875440369e-41,0.017233597282191336
NRXN1,13.397893,0.48222548,6.220387195694363e-41,1.0663520906904622e-40,0.02226909560644666
